Ticker,Company,Index Fund,Currency,Currency_Name,Last Update
601318.SS,Ping An Insurance,Chinese SSE 50,CNY,Chinese Yuan,
601390.SS,China Railway Group Limited,Chinese SSE 50,CNY,Chinese Yuan,
601398.SS,Industrial and Commercial Bank of China,Chinese SSE 50,CNY,Chinese Yuan,
601601.SS,China Pacific Insurance Company,Chinese SSE 50,CNY,Chinese Yuan,
601628.SS,China Life Insurance,Chinese SSE 50,CNY,Chinese Yuan,
601633.SS,Great Wall Motor Company,Chinese SSE 50,CNY,Chinese Yuan,
601668.SS,China State Construction Engineering,Chinese SSE 50,CNY,Chinese Yuan,
601669.SS,Power Construction Corporation of China,Chinese SSE 50,CNY,Chinese Yuan,
601728.SS,China Telecom,Chinese SSE 50,CNY,Chinese Yuan,
601857.SS,PetroChina,Chinese SSE 50,CNY,Chinese Yuan,
601888.SS,China Tourism Group Duty Free Corporation,Chinese SSE 50,CNY,Chinese Yuan,
601899.SS,Zijin Mining Group,Chinese SSE 50,CNY,Chinese Yuan,
601919.SS,Cosco Shipping,Chinese SSE 50,CNY,Chinese Yuan,
601988.SS,Bank of China,Chinese SSE 50,CNY,Chinese Yuan,
603259.SS,WuXi AppTec,Chinese SSE 50,CNY,Chinese Yuan,
603288.SS,Foshan Haitian Flavouring & Food Co,Chinese SSE 50,CNY,Chinese Yuan,
603501.SS,Will Semiconductor,Chinese SSE 50,CNY,Chinese Yuan,
603799.SS,Zhejiang Huayou Cobalt,Chinese SSE 50,CNY,Chinese Yuan,
603986.SS,GigaDevice,Chinese SSE 50,CNY,Chinese Yuan,
688111.SS,Beijing Kingsoft Office Software,Chinese SSE 50,CNY,Chinese Yuan,
688041.SS,Hygon Information Technology,Chinese SSE 50,CNY,Chinese Yuan,
688599.SS,Trina Solar,Chinese SSE 50,CNY,Chinese Yuan,
688981.SS,Semiconductor Manufacturing International Corporation,Chinese SSE 50,CNY,Chinese Yuan,
III.L,3i,British FTSE 100,GBP,British Pound,
ADM.L,Admiral Group,British FTSE 100,GBP,British Pound,
AAF.L,Airtel Africa,British FTSE 100,GBP,British Pound,
AAL.L,Anglo American plc,British FTSE 100,GBP,British Pound,
ANTO.L,Antofagasta plc,British FTSE 100,GBP,British Pound,
AHT.L,Ashtead Group,British FTSE 100,GBP,British Pound,
ABF.L,Associated British Foods,British FTSE 100,GBP,British Pound,
AZN.L,AstraZeneca,British FTSE 100,GBP,British Pound,
AUTO.L,Auto Trader Group,British FTSE 100,GBP,British Pound,
AV.L,Aviva,British FTSE 100,GBP,British Pound,
BME.L,B&M,British FTSE 100,GBP,British Pound,
BA.L,BAE Systems,British FTSE 100,GBP,British Pound,
BARC.L,Barclays,British FTSE 100,GBP,British Pound,
BTRW.L,Barratt Redrow,British FTSE 100,GBP,British Pound,
BEZ.L,Beazley,British FTSE 100,GBP,British Pound,
BKG.L,Berkeley Group Holdings,British FTSE 100,GBP,British Pound,
BP.L,BP,British FTSE 100,GBP,British Pound,
BATS.L,British American Tobacco,British FTSE 100,GBP,British Pound,
BLND.L,British Land,British FTSE 100,GBP,British Pound,
BT-A.L,BT Group,British FTSE 100,GBP,British Pound,
BNZL.L,Bunzl,British FTSE 100,GBP,British Pound,
CNA.L,Centrica,British FTSE 100,GBP,British Pound,
CCH.L,Coca-Cola HBC,British FTSE 100,GBP,British Pound,
CPG.L,Compass Group,British FTSE 100,GBP,British Pound,
CTEC.L,Convatec,British FTSE 100,GBP,British Pound,
CRDA.L,Croda International,British FTSE 100,GBP,British Pound,
DCC.L,DCC plc,British FTSE 100,GBP,British Pound,
DGE.L,Diageo,British FTSE 100,GBP,British Pound,
DPLM.L,Diploma,British FTSE 100,GBP,British Pound,
EDV.L,Endeavour Mining,British FTSE 100,GBP,British Pound,
ENT.L,Entain,British FTSE 100,GBP,British Pound,
EZJ.L,EasyJet,British FTSE 100,GBP,British Pound,
EXPN.L,Experian,British FTSE 100,GBP,British Pound,
FCIT.L,F & C Investment Trust,British FTSE 100,GBP,British Pound,
FRAS.L,Frasers Group,British FTSE 100,GBP,British Pound,
FRES.L,Fresnillo plc,British FTSE 100,GBP,British Pound,
GLEN.L,Glencore,British FTSE 100,GBP,British Pound,
GSK.L,GSK plc,British FTSE 100,GBP,British Pound,
HLN.L,Haleon,British FTSE 100,GBP,British Pound,
HLMA.L,Halma plc,British FTSE 100,GBP,British Pound,
HL.L,Hargreaves Lansdown,British FTSE 100,GBP,British Pound,
HIK.L,Hikma Pharmaceuticals,British FTSE 100,GBP,British Pound,
HSX.L,Hiscox,British FTSE 100,GBP,British Pound,
HWDN.L,Howdens Joinery,British FTSE 100,GBP,British Pound,
HSBA.L,HSBC,British FTSE 100,GBP,British Pound,
IHG.L,IHG Hotels & Resorts,British FTSE 100,GBP,British Pound,
IMI.L,IMI,British FTSE 100,GBP,British Pound,
IMB.L,Imperial Brands,British FTSE 100,GBP,British Pound,
INF.L,Informa,British FTSE 100,GBP,British Pound,
ICG.L,Intermediate Capital Group,British FTSE 100,GBP,British Pound,
IAG.L,International Airlines Group,British FTSE 100,GBP,British Pound,
ITRK.L,Intertek,British FTSE 100,GBP,British Pound,
JD.L,JD Sports,British FTSE 100,GBP,British Pound,
KGF.L,Kingfisher plc,British FTSE 100,GBP,British Pound,
LAND.L,Land Securities,British FTSE 100,GBP,British Pound,
LGEN.L,Legal & General,British FTSE 100,GBP,British Pound,
LLOY.L,Lloyds Banking Group,British FTSE 100,GBP,British Pound,
LMP.L,LondonMetric Property,British FTSE 100,GBP,British Pound,
LSEG.L,London Stock Exchange Group,British FTSE 100,GBP,British Pound,
MNG.L,M&G,British FTSE 100,GBP,British Pound,
MKS.L,Marks & Spencer,British FTSE 100,GBP,British Pound,
MRO.L,Melrose Industries,British FTSE 100,GBP,British Pound,
MNDI.L,Mondi,British FTSE 100,GBP,British Pound,
NG.L,National Grid plc,British FTSE 100,GBP,British Pound,
NWG.L,NatWest Group,British FTSE 100,GBP,British Pound,
NXT.L,Next plc,British FTSE 100,GBP,British Pound,
PSON.L,Pearson plc,British FTSE 100,GBP,British Pound,
PSH.L,Pershing Square Holdings,British FTSE 100,GBP,British Pound,
PSN.L,Persimmon,British FTSE 100,GBP,British Pound,
PHNX.L,Phoenix Group,British FTSE 100,GBP,British Pound,
PRU.L,Prudential plc,British FTSE 100,GBP,British Pound,
RKT.L,Reckitt,British FTSE 100,GBP,British Pound,
REL.L,RELX,British FTSE 100,GBP,British Pound,
RTO.L,Rentokil Initial,British FTSE 100,GBP,British Pound,
RMV.L,Rightmove,British FTSE 100,GBP,British Pound,
RIO.L,Rio Tinto,British FTSE 100,GBP,British Pound,
RR.L,Rolls-Royce Holdings,British FTSE 100,GBP,British Pound,
SGE.L,Sage Group,British FTSE 100,GBP,British Pound,
SBRY.L,Sainsbury's,British FTSE 100,GBP,British Pound,
SDR.L,Schroders,British FTSE 100,GBP,British Pound,
SMT.L,Scottish Mortgage Investment Trust,British FTSE 100,GBP,British Pound,
SGRO.L,Segro,British FTSE 100,GBP,British Pound,
SVT.L,Severn Trent,British FTSE 100,GBP,British Pound,
SHEL.L,Shell plc,British FTSE 100,GBP,British Pound,
SMDS.L,DS Smith,British FTSE 100,GBP,British Pound,
SMIN.L,Smiths Group,British FTSE 100,GBP,British Pound,
SN.L,Smith & Nephew,British FTSE 100,GBP,British Pound,
SPX.L,Spirax Group,British FTSE 100,GBP,British Pound,
SSE.L,SSE plc,British FTSE 100,GBP,British Pound,
STAN.L,Standard Chartered,British FTSE 100,GBP,British Pound,
TW.L,Taylor Wimpey,British FTSE 100,GBP,British Pound,
TSCO.L,Tesco,British FTSE 100,GBP,British Pound,
ULVR.L,Unilever,British FTSE 100,GBP,British Pound,
UU.L,United Utilities,British FTSE 100,GBP,British Pound,
UTG.L,Unite Group,British FTSE 100,GBP,British Pound,
VTY.L,Vistry Group,British FTSE 100,GBP,British Pound,
VOD.L,Vodafone Group,British FTSE 100,GBP,British Pound,
WEIR.L,Weir Group,British FTSE 100,GBP,British Pound,
WTB.L,Whitbread,British FTSE 100,GBP,British Pound,
WPP.L,WPP plc,British FTSE 100,GBP,British Pound,
ADS.DE,Adidas,German DAX,EUR,Euro,
AIR.PA,Airbus,German DAX,EUR,Euro,
ALV.DE,Allianz,German DAX,EUR,Euro,
BAS.DE,BASF,German DAX,EUR,Euro,
BAYN.DE,Bayer,German DAX,EUR,Euro,
BEI.DE,Beiersdorf,German DAX,EUR,Euro,
BMW.DE,BMW,German DAX,EUR,Euro,
BNR.DE,Brenntag,German DAX,EUR,Euro,
CBK.DE,Commerzbank,German DAX,EUR,Euro,
CON.DE,Continental,German DAX,EUR,Euro,
1COV.DE,Covestro,German DAX,EUR,Euro,
DTG.DE,Daimler Truck,German DAX,EUR,Euro,
DBK.DE,Deutsche Bank,German DAX,EUR,Euro,
DB1.DE,Deutsche Börse,German DAX,EUR,Euro,
DHL.DE,Deutsche Post,German DAX,EUR,Euro,
DTE.DE,Deutsche Telekom,German DAX,EUR,Euro,
EOAN.DE,E.ON,German DAX,EUR,Euro,
FRE.DE,Fresenius,German DAX,EUR,Euro,
HNR1.DE,Hannover Re,German DAX,EUR,Euro,
HEI.DE,Heidelberg Materials,German DAX,EUR,Euro,
HEN3.DE,Henkel,German DAX,EUR,Euro,
IFX.DE,Infineon Technologies,German DAX,EUR,Euro,
MBG.DE,Mercedes-Benz Group,German DAX,EUR,Euro,
MRK.DE,Merck,German DAX,EUR,Euro,
MTX.DE,MTU Aero Engines,German DAX,EUR,Euro,
MUV2.DE,Munich Re,German DAX,EUR,Euro,
P911.DE,Porsche,German DAX,EUR,Euro,
PAH3.DE,Porsche SE,German DAX,EUR,Euro,
QIA.DE,Qiagen,German DAX,EUR,Euro,
RHM.DE,Rheinmetall,German DAX,EUR,Euro,
RWE.DE,RWE,German DAX,EUR,Euro,
SAP.DE,SAP,German DAX,EUR,Euro,
SRT3.DE,Sartorius,German DAX,EUR,Euro,
SIE.DE,Siemens,German DAX,EUR,Euro,
ENR.DE,Siemens Energy,German DAX,EUR,Euro,
SHL.DE,Siemens Healthineers,German DAX,EUR,Euro,
SY1.DE,Symrise,German DAX,EUR,Euro,
VOW3.DE,Volkswagen Group,German DAX,EUR,Euro,
VNA.DE,Vonovia,German DAX,EUR,Euro,
ZAL.DE,Zalando,German DAX,EUR,Euro,
AC.PA,Accor,French CAC 40,EUR,Euro,
AI.PA,Air Liquide,French CAC 40,EUR,Euro,
AIR.PA,Airbus,French CAC 40,EUR,Euro,
MT.AS,ArcelorMittal,French CAC 40,EUR,Euro,
CS.PA,Axa,French CAC 40,EUR,Euro,
BNP.PA,BNP Paribas,French CAC 40,EUR,Euro,
EN.PA,Bouygues,French CAC 40,EUR,Euro,
CAP.PA,Capgemini,French CAC 40,EUR,Euro,
CA.PA,Carrefour,French CAC 40,EUR,Euro,
ACA.PA,Crédit Agricole,French CAC 40,EUR,Euro,
BN.PA,Danone,French CAC 40,EUR,Euro,
DSY.PA,Dassault Systèmes,French CAC 40,EUR,Euro,
EDEN.PA,Edenred,French CAC 40,EUR,Euro,
ENGI.PA,Engie,French CAC 40,EUR,Euro,
EL.PA,EssilorLuxottica,French CAC 40,EUR,Euro,
ERF.PA,Eurofins Scientific,French CAC 40,EUR,Euro,
RMS.PA,Hermès,French CAC 40,EUR,Euro,
KER.PA,Kering,French CAC 40,EUR,Euro,
OR.PA,L'Oréal,French CAC 40,EUR,Euro,
LR.PA,Legrand,French CAC 40,EUR,Euro,
MC.PA,LVMH,French CAC 40,EUR,Euro,
ML.PA,Michelin,French CAC 40,EUR,Euro,
ORA.PA,Orange,French CAC 40,EUR,Euro,
RI.PA,Pernod Ricard,French CAC 40,EUR,Euro,
PUB.PA,Publicis,French CAC 40,EUR,Euro,
RNO.PA,Renault,French CAC 40,EUR,Euro,
SAF.PA,Safran,French CAC 40,EUR,Euro,
SGO.PA,Saint-Gobain,French CAC 40,EUR,Euro,
SAN.PA,Sanofi,French CAC 40,EUR,Euro,
SU.PA,Schneider Electric,French CAC 40,EUR,Euro,
GLE.PA,Société Générale,French CAC 40,EUR,Euro,
STLAP.PA,Stellantis,French CAC 40,EUR,Euro,
STMPA.PA,STMicroelectronics,French CAC 40,EUR,Euro,
TEP.PA,Teleperformance,French CAC 40,EUR,Euro,
HO.PA,Thales,French CAC 40,EUR,Euro,
TTE.PA,TotalEnergies,French CAC 40,EUR,Euro,
URW.PA,Unibail-Rodamco-Westfield,French CAC 40,EUR,Euro,
VIE.PA,Veolia,French CAC 40,EUR,Euro,
DG.PA,Vinci,French CAC 40,EUR,Euro,
VIV.PA,Vivendi,French CAC 40,EUR,Euro,
